,movieId,count
204,49272,81
205,54286,81
206,2291,80
207,51662,80
208,62,80
209,1676,80
210,6934,79
211,1247,79
212,3052,79
213,8636,79
214,3751,78
215,33493,78
216,8874,77
217,3623,77
218,1573,77
219,337,77
220,46578,77
221,1625,77
222,594,77
223,2700,76
224,91529,76
225,440,76
226,6333,76
227,69122,76
228,25,76
229,1225,76
230,3175,75
231,2692,75
232,8665,75
233,2000,75
234,3481,75
235,6016,75
236,368,74
237,1485,74
238,6711,74
239,35836,74
240,3994,73
241,109487,73
242,45722,72
243,3977,72
244,50872,72
245,1201,72
246,1079,71
247,63082,71
248,6373,71
249,40815,71
250,99114,71
251,1028,71
252,11,70
253,4034,70
254,474,70
255,1407,70
256,235,70
257,3408,70
258,2985,70
259,7147,69
260,520,69
261,89745,69
262,1278,69
263,923,69
264,1370,68
265,48,68
266,266,68
267,1380,68
268,4979,68
269,2054,68
270,3753,68
271,2353,67
272,1544,67
273,2081,67
274,36,67
275,2542,67
276,74458,67
277,4262,67
278,17,67
279,1288,66
280,163,66
281,6863,66
282,508,66
283,5481,65
284,48385,65
285,56367,65
286,70286,65
287,555,65
288,2194,65
289,653,65
290,4246,65
291,553,65
292,2710,64
293,4025,64
294,48774,64
295,786,64
296,4447,64
297,353,64
298,1954,64
299,55820,64
300,1035,64
301,1234,64
302,1090,63
303,435,63
304,2657,63
305,5502,63
306,158,62
307,56174,62
308,173,62
309,41566,62
310,3081,62
311,3421,62
312,1304,62
313,3671,62
314,7143,62
315,1374,62
316,1127,62
317,8644,61
318,30793,61
319,3253,61
320,2321,61
321,552,61
322,3717,61
323,509,61
324,5459,61
325,2640,61
326,3527,61
327,51255,61
328,903,60
329,596,60
330,1377,60
331,3471,60
332,2006,60
333,466,60
334,5299,60
335,33679,59
336,3033,59
337,112852,59
338,1552,59
339,1199,59
340,3535,59
341,6942,59
342,2302,59
343,1500,59
344,6378,59
345,420,59
346,1252,59
347,68358,59
348,1207,58
349,81845,58
350,54001,58
351,5669,58
352,1608,58
353,73017,58
354,69844,58
355,2167,58
356,1230,58
357,1394,58
358,953,58
359,708,58
360,34162,58
361,6502,58
362,370,58
363,8641,57
364,160,57
365,908,57
366,1203,57
367,2470,57
368,2005,57
369,1276,57
370,80463,57
371,2268,57
372,350,57
373,2529,56
374,4370,56
375,2395,56
376,53125,56
377,1302,56
378,2599,56
379,1148,56
380,1641,56
381,2671,56
382,1777,56
383,2804,55
384,4720,55
385,2080,55
386,70,55
387,4308,55
388,5956,55
389,78499,55
390,54503,55
391,432,55
392,7,54
393,91500,54
394,2406,54
395,4816,54
396,106782,54
397,168,54
398,122904,54
399,2572,54
400,4018,54
401,784,54
402,59784,54
403,76093,53
404,3489,53
405,49530,53
406,1997,53
407,2699,53
408,2947,53
409,673,53
410,1282,53
411,172,53
412,2712,53
413,2701,53
414,3911,53
415,71535,53
416,485,53
417,2078,53
418,30707,52
419,109374,52
420,1466,52
421,52973,52
422,3,52
423,6870,52
424,45499,52
425,1639,52
426,225,52
427,3160,52
428,3552,52
429,1215,51
430,2100,51
431,1645,51
432,4848,51
433,4776,51
434,4239,51
435,145,51
436,5010,50
437,2105,50
438,34048,50
439,333,50
440,88125,50
441,910,50
442,2424,50
443,34405,50
444,3785,50
445,8361,50
446,33166,50
447,116797,50
448,8464,50
449,96079,50
450,661,49
451,3176,49
452,5991,49
453,5464,49
454,5,49
455,2144,49
456,2641,49
457,45447,49
458,4643,49
459,216,49
460,1748,48
461,3000,48
462,1275,48
463,8784,48
464,30749,48
465,2763,48
466,186,48
467,134130,48
468,745,48
469,1729,48
470,2019,48
471,2694,48
472,7458,48
473,1092,47
474,1367,47
475,8529,47
476,122882,47
477,77561,47
478,81834,47
479,5679,47
480,1320,47
481,1358,47
482,7293,47
483,2001,47
484,899,47
485,1994,47
486,2717,47
487,783,47
488,1921,47
489,4014,47
490,2539,47
491,47099,46
492,54272,46
493,7254,46
494,44,46
495,112,46
496,4085,46
497,1884,46
498,64614,46
499,5060,46
500,2076,46
501,3752,46
502,5902,46
503,1396,46
504,802,46
505,5995,46
506,2002,46
507,4369,45
508,1907,45
509,196,45
510,2490,45
511,1266,45
512,616,45
513,31685,45
514,2023,45
515,4270,45
516,2288,45
517,2294,45
518,3255,45
519,1250,45
520,236,45
521,920,45
522,1722,45
523,6537,45
524,1183,45
525,1204,45
526,4571,45
527,4718,45
528,1371,45
529,2890,45
530,1690,45
531,3863,45
532,4975,44
533,3755,44
534,2085,44
535,111759,44
536,33004,44
537,849,44
538,913,44
539,46976,44
540,37729,44
541,52722,44
542,8798,44
543,151,44
544,79702,44
545,5377,44
546,5903,44
547,3499,44
548,1333,44
549,1876,43
550,60684,43
551,8984,43
552,1263,43
553,76251,43
554,87232,43
555,3275,43
556,252,43
557,1597,43
558,134853,43
559,2407,43
560,2161,43
561,3624,43
562,1376,43
563,1262,43
564,4310,43
565,47610,43
566,2455,43
567,3363,43
568,3448,43
569,2278,43
570,852,43
571,497,43
572,2605,43
573,1562,42
574,3301,42
575,2915,42
576,355,42
577,1967,42
578,3868,42
579,2273,42
580,431,42
581,59369,42
582,81591,42
583,1042,42
584,1372,42
585,91658,42
586,785,42
587,1909,42
588,69757,42
589,1088,42
590,441,42
591,1375,42
592,1022,42
593,2724,42
594,261,42
595,3210,42
596,1094,42
597,7373,41
598,543,41
599,3916,41
600,55247,41
601,115617,41
602,4299,41
603,1285,41
604,122886,41
605,2087,41
606,1242,41
607,45517,41
608,3418,41
609,57669,41
610,762,41
611,494,41
612,5810,41
613,2968,41
614,2003,41
615,3617,41
616,471,40
617,4223,40
618,2541,40
619,33615,40
620,44199,40
621,31658,40
622,4367,40
623,376,40
624,1032,40
625,6218,40
626,282,40
627,6807,40
628,3703,40
629,1228,40
630,1674,40
631,529,40
632,1569,40
633,98809,40
634,1233,40
635,41569,40
636,2193,40
637,224,40
638,3082,39
639,2746,39
640,1129,39
641,8528,39
642,2580,39
643,2761,39
644,1274,39
645,1673,39
646,40819,39
647,8949,39
648,3826,39
649,7451,39
650,2248,39
651,3039,39
652,2094,39
653,2951,39
654,6188,39
655,61323,39
656,59615,39
657,3300,39
658,1953,39
659,4148,39
660,6936,39
661,3174,39
662,2723,39
663,2908,39
664,58998,39
665,53996,39
666,27773,39
667,1408,39
668,3702,38
669,2018,38
670,29,38
671,315,38
672,277,38
673,2289,38
674,3362,38
675,112552,38
676,8533,38
677,44665,38
678,2124,38
679,8972,38
680,7090,38
681,2770,38
682,79091,38
683,8950,38
684,31,38
685,51540,38
686,91542,38
687,2420,38
688,64957,37
689,1020,37
690,3967,37
691,8622,37
692,8376,37
693,1093,37
694,92259,37
695,832,37
696,2021,37
697,4016,37
698,58,37
699,5971,37
700,455,37
701,5266,37
702,55765,37
703,112556,37
704,30810,37
705,3101,36
706,2948,36
707,902,36
708,3510,36
709,2231,36
710,671,36
711,6947,36
712,345,36
713,3247,36
714,180,36
715,1060,36
716,3034,36
717,119145,36
718,4638,36
719,1059,36
720,1345,36
721,3108,36
722,34150,36
723,44195,36
724,585,36
725,22,36
726,2581,36
727,193,35
728,60040,35
729,914,35
730,1084,35
731,66097,35
732,170,35
733,805,35
734,1029,35
735,7445,35
736,63113,35
737,256,35
738,1249,35
739,3809,35
740,719,35
741,31696,35
742,38061,35
743,3409,35
744,628,35
745,3361,35
746,30812,35
747,2427,35
748,36529,35
749,362,34
750,8807,34
751,327,34
752,69481,34
753,45720,34
754,524,34
755,54259,34
756,4641,34
757,5254,34
758,64839,34
759,6287,34
760,64969,34
761,969,34
762,1261,34
763,3698,34
764,1172,34
765,6708,34
766,2140,34
767,1663,34
768,4734,34
769,3882,34
770,44555,34
771,1947,34
772,4344,34
773,39183,34
774,60,34
775,85414,34
776,86332,34
777,1287,34
778,1882,33
779,3988,33
780,53322,33
781,1244,33
782,6534,33
783,61132,33
784,4874,33
785,2949,33
786,837,33
787,637,33
788,265,33
789,610,33
790,5673,33
791,2393,33
792,30825,33
793,1047,33
794,2145,33
795,1272,33
796,3555,33
797,8957,33
798,342,33
799,6754,33
800,4015,33
801,3681,33
802,5388,33
803,2300,33
804,1918,33
805,3396,33
806,6541,32
807,8917,32
808,8970,32
809,96610,32
810,5064,32
811,88140,32
812,6157,32
813,2160,32
814,45,32
815,72011,32
816,2944,32
817,1912,32
818,104841,32
819,1644,32
820,88129,32
821,3285,32
822,3257,32
823,68237,32
824,6281,32
825,102125,32
826,152081,32
827,1911,32
828,303,32
829,53972,32
830,4361,32
831,110102,31
832,3256,31
833,4701,31
834,4321,31
835,3006,31
836,4446,31
837,34319,31
838,1405,31
839,3386,31
840,1747,31
841,1805,31
842,65,31
843,1587,31
844,272,31
845,61024,31
846,1566,31
847,88163,31
848,46723,31
849,5630,31
850,4890,31
851,2953,31
852,108932,31
853,135,31
854,72641,31
855,1717,31
856,2064,31
857,139385,31
858,724,31
859,97938,31
860,838,30
861,1479,30
862,38038,30
863,97921,30
864,95510,30
865,2871,30
866,5219,30
867,7022,30
868,1271,30
869,2403,30
870,348,30
871,204,30
872,95167,30
873,2423,30
874,915,30
875,1373,30
876,1267,30
877,2501,30
878,111362,30
879,84152,30
880,56757,30
881,2058,30
882,898,29
883,647,29
884,2722,29
885,246,29
886,3168,29
887,1061,29
888,2384,29
889,2421,29
890,2485,29
891,6155,29
892,1831,29
893,1269,29
894,3450,29
895,1339,29
896,60074,29
897,1513,29
898,115149,29
899,3825,29
900,3273,29
901,5444,29
902,3745,29
903,94959,29
904,2411,29
905,743,29
906,106696,29
907,4019,28
908,1027,28
909,2788,28
910,2150,28
911,1299,28
912,2335,28
913,4232,28
914,5620,28
915,1077,28
916,60756,28
917,2243,28
918,97304,28
919,3186,28
920,24,28
921,198,28
922,46970,28
923,115713,28
924,82459,28
925,273,28
926,56782,28
927,968,28
928,74789,28
929,1223,28
930,45186,28
931,52,28
932,3740,28
933,4343,27
934,2431,27
935,741,27
936,57368,27
937,40629,27
938,3424,27
939,166528,27
940,1021,27
941,80549,27
942,720,27
943,880,27
944,3252,27
945,909,27
946,3968,27
947,5013,27
948,5872,27
949,1257,27
950,122900,27
951,37733,27
952,1982,27
953,122918,27
954,3254,27
955,6787,27
956,3269,27
957,8873,27
958,102445,27
959,6503,27
960,1499,27
961,1120,27
962,52281,27
963,4002,27
964,88744,27
965,122892,27
966,3072,27
967,1179,27
968,2232,27
969,2109,27
970,4901,27
971,1347,27
972,922,27
973,1293,27
974,4700,27
975,94864,27
976,1591,26
977,5574,26
978,1476,26
979,2359,26
980,1614,26
981,6957,26
982,148626,26
983,3638,26
984,3869,26
985,2826,26
986,413,26
987,2616,26
988,93510,26
989,164179,26
990,53519,26
991,106487,26
992,2478,26
993,107,26
994,8783,26
995,3556,26
996,112183,26
997,2795,26
998,2409,26
999,89492,26
1000,2082,26
1001,3264,26
1002,916,26
1003,4388,26
1004,3148,26
1005,3969,26
1006,1960,26
1007,5945,26
1008,3476,26
1009,1235,26
1010,4128,26
1011,68319,26
1012,168252,25
1013,46530,25
1014,2352,25
1015,2598,25
1016,2020,25
1017,3005,25
1018,3534,25
1019,374,25
1020,1086,25
1021,1590,25
1022,51935,25
1023,1680,25
1024,4823,25
1025,53953,25
1026,3438,25
1027,475,25
1028,2394,25
1029,1253,25
1030,2366,25
1031,5617,25
1032,54997,25
1033,67255,25
1034,27706,25
1035,1343,25
1036,8983,25
1037,86882,25
1038,2872,25
1039,6953,25
1040,2986,25
1041,1378,25
1042,3798,25
1043,3462,25
1044,1801,25
1045,2186,25
1046,1025,25
1047,3608,25
1048,106920,25
1049,106489,25
1050,1357,24
1051,7454,24
1052,3087,24
1053,1031,24
1054,215,24
1055,230,24
1056,1945,24
1057,2471,24
1058,5507,24
1059,3979,24
1060,2410,24
1061,49286,24
1062,5103,24
1063,2108,24
1064,515,24
1065,87869,24
1066,1212,24
1067,926,24
1068,1449,24
1069,1385,24
1070,2528,24
1071,1438,24
1072,6350,24
1073,81847,24
1074,7173,24
1075,1711,24
1076,1883,24
1077,2687,24
1078,2371,24
1079,3704,24
1080,6593,24
1081,5110,24
1082,3098,24
1083,2369,24
1084,3037,24
1085,2993,24
1086,307,24
1087,531,24
1088,86880,24
1089,2046,24
1090,4489,24
1091,1125,24
1092,66934,24
1093,1037,24
1094,56775,24
1095,2336,23
1096,3107,23
1097,1321,23
1098,1186,23
1099,1779,23
1100,1792,23
1101,799,23
1102,4023,23
1103,866,23
1104,8371,23
1105,81932,23
1106,37741,23
1107,7099,23
1108,44022,23
1109,562,23
1110,1409,23
1111,4161,23
1112,3827,23
1113,1256,23
1114,2052,23
1115,105,23
1116,116823,23
1117,117529,23
1118,4235,23
1119,45672,23
1120,1298,23
1121,2428,23
1122,101,23
1123,2805,23
1124,2496,23
1125,1962,23
1126,2991,23
1127,2840,23
1128,7323,23
1129,933,23
1130,46972,23
1131,3317,22
1132,103042,22
1133,1231,22
1134,1952,22
1135,122922,22
1136,748,22
1137,2391,22
1138,4105,22
1139,2600,22
1140,2134,22
1141,5954,22
1142,2245,22
1143,227,22
1144,3105,22
1145,3100,22
1146,468,22
1147,1586,22
1148,93840,22
1149,102903,22
1150,3263,22
1151,237,22
1152,2707,22
1153,63992,22
1154,5313,22
1155,4069,22
1156,2096,22
1157,1188,22
1158,1350,22
1159,80489,22
1160,1958,22
1161,122920,22
1162,3104,22
1163,276,22
1164,5171,22
1165,5449,22
1166,54995,22
1167,97913,22
1168,5283,22
1169,3360,22
1170,6773,22
1171,60072,22
1172,6323,22
1173,3504,22
1174,27904,22
1175,2378,22
1176,203,22
1177,91630,22
1178,2642,22
1179,2125,21
1180,62434,21
1181,2720,21
1182,37386,21
1183,2013,21
1184,106072,21
1185,87306,21
1186,53000,21
1187,2010,21
1188,72378,21
1189,1049,21
1190,104211,21
1191,2376,21
1192,262,21
1193,3984,21
1194,3536,21
1195,53121,21
1196,1175,21
1197,707,21
1198,2137,21
1199,105504,21
1200,2139,21
1201,5225,21
1202,107406,21
1203,41997,21
1204,379,21
1205,247,21
1206,4247,21
1207,34437,21
1208,2989,21
1209,7325,21
1210,7444,21
1211,207,21
1212,1965,21
1213,88810,21
1214,1091,21
1215,2375,21
1216,3354,21
1217,546,21
1218,383,21
1219,2405,21
1220,84954,21
1221,8910,21
1222,3070,21
1223,371,21
1224,3298,21
1225,6979,21
1226,372,21
1227,2067,21
1228,79592,21
1229,95441,21
1230,519,21
1231,55269,21
1232,3697,21
1233,86833,21
1234,830,21
1235,96588,20
1236,7371,20
1237,122916,20
1238,69,20
1239,81229,20
1240,419,20
1241,6888,20
1242,6873,20
1243,106918,20
1244,27660,20
1245,55290,20
1246,1297,20
1247,1292,20
1248,96821,20
1249,81564,20
1250,4865,20
1251,3910,20
1252,7346,20
1253,6297,20
1254,4545,20
1255,4958,20
1256,1104,20
1257,5881,20
1258,63131,20
1259,4980,20
1260,319,20
1261,3986,20
1262,88405,20
1263,1588,20
1264,2253,20
1265,53464,20
1266,102407,20
1267,7387,20
1268,1245,20
1269,2053,20
1270,2340,20
1271,49278,20
1272,18,20
1273,2990,20
1274,4855,20
1275,308,20
1276,1616,20
1277,1033,20
1278,2133,20
1279,1688,20
1280,39292,20
1281,175,20
1282,48738,20
1283,56949,20
1284,4007,20
1285,737,20
1286,930,20
1287,4448,20
1288,1015,20
1289,31410,20
1290,1429,20
1291,8969,20
1292,101864,20
1293,69526,20
1294,6283,20
1295,36401,20
1296,4623,20
1297,6383,19
1298,2009,19
1299,1381,19
1300,3893,19
1301,4366,19
1302,6156,19
1303,2083,19
1304,142488,19
1305,3083,19
1306,103335,19
1307,82461,19
1308,5957,19
1309,3744,19
1310,32031,19
1311,1693,19
1312,800,19
1313,3157,19
1314,765,19
1315,1224,19
1316,481,19
1317,3861,19
1318,48304,19
1319,55118,19
1320,97752,19
1321,3593,19
1322,2863,19
1323,1283,19
1324,112138,19
1325,5528,19
1326,4084,19
1327,5943,19
1328,4873,19
1329,5944,19
1330,12,19
1331,2567,19
1332,1441,19
1333,2792,19
1334,2686,19
1335,1100,19
1336,27831,19
1337,31878,19
1338,89864,19
1339,761,19
1340,3328,19
1341,103249,19
1342,5782,19
1343,2881,19
1344,5308,19
1345,27611,19
1346,338,19
1347,3683,19
1348,1556,19
1349,2402,19
1350,8958,19
1351,514,18
1352,91535,18
1353,3508,18
1354,6796,18
1355,5015,18
1356,94777,18
1357,2973,18
1358,1209,18
1359,6620,18
1360,928,18
1361,954,18
1362,2527,18
1363,3267,18
1364,2141,18
1365,47997,18
1366,2338,18
1367,90866,18
1368,540,18
1369,3468,18
1370,3635,18
1371,2505,18
1372,34072,18
1373,2530,18
1374,1359,18
1375,72226,18
1376,428,18
1377,58025,18
1378,8865,18
1379,2841,18
1380,118696,18
1381,56171,18
1382,516,18
1383,2467,18
1384,4621,18
1385,4639,18
1386,1237,18
1387,108190,18
1388,249,18
1389,115569,18
1390,57640,18
1391,3479,18
1392,176371,18
1393,5151,18
1394,128360,18
1395,6565,18
1396,194,18
1397,5463,18
1398,533,18
1399,5152,18
1400,2110,18
1401,58803,18
1402,103341,18
1403,1920,18
1404,81562,18
1405,68791,18
1406,3452,18
1407,63859,18
1408,3173,18
1409,2413,18
1410,83134,18
1411,14,18
1412,2088,18
1413,5291,18
1414,4728,18
1415,138036,18
1416,3639,18
1417,1687,18
1418,955,18
1419,79,17
1420,5785,17
1421,162,17
1422,26662,17
1423,267,17
1424,136020,17
1425,6564,17
1426,6059,17
1427,7004,17
1428,5014,17
1429,3730,17
1430,3435,17
1431,8810,17
1432,8914,17
1433,3271,17
1434,87222,17
1435,68554,17
1436,2313,17
1437,56152,17
1438,58293,17
1439,8228,17
1440,491,17
1441,3633,17
1442,361,17
1443,117176,17
1444,234,17
1445,1019,17
1446,836,17
1447,40278,17
1448,106100,17
1449,1464,17
1450,7160,17
1451,477,17
1452,4992,17
1453,3735,17
1454,6618,17
1455,33162,17
1456,4881,17
1457,7149,17
1458,5400,17
1459,2412,17
1460,248,17
1461,33660,17
1462,1635,17
1463,1296,17
1464,6879,17
1465,5419,17
1466,6548,17
1467,2072,17
1468,2808,17
1469,55276,17
1470,2311,17
1471,94677,17
1472,84944,17
1473,6764,17
1474,1171,17
1475,67087,17
1476,79695,17
1477,3646,17
1478,4238,17
1479,1248,17
1480,52245,17
1481,78469,17
1482,41285,17
1483,1303,17
1484,3146,17
1485,239,17
1486,1388,17
1487,2398,17
1488,61240,17
1489,111781,17
1490,3020,17
1491,1835,17
1492,7163,17
1493,50068,17
1494,351,17
1495,181,17
1496,112290,17
1497,71264,17
1498,103141,16
1499,103772,16
1500,5791,16
1501,122,16
1502,1719,16
1503,140,16
1504,1702,16
1505,106002,16
1506,9,16
1507,222,16
1508,382,16
1509,1254,16
1510,23,16
1511,42738,16
1512,3178,16
1513,111659,16
1514,88,16
1515,1589,16
1516,1753,16
1517,4351,16
1518,2301,16
1519,3972,16
1520,134368,16
1521,2318,16
1522,5690,16
1523,1665,16
1524,106916,16
1525,1227,16
1526,4499,16
1527,2450,16
1528,60126,16
1529,4327,16
1530,136864,16
1531,1348,16
1532,6586,16
1533,2735,16
1534,6659,16
1535,7360,16
1536,314,16
1537,69951,16
1538,4054,16
1539,2942,16
1540,2114,16
1541,60950,16
1542,532,16
1543,2387,16
1544,3821,16
1545,114180,16
1546,2643,16
1547,306,16
1548,3089,16
1549,73321,16
1550,2146,16
1551,1431,16
1552,69406,16
1553,103253,16
1554,3763,16
1555,415,16
1556,40583,16
1557,3791,16
1558,104879,16
1559,36519,16
1560,575,16
1561,1974,16
1562,122926,16
1563,8981,16
1564,1892,16
1565,2819,16
1566,1894,16
1567,2416,16
1568,4039,16
1569,1411,16
1570,1243,16
1571,105844,16
1572,86,15
1573,3258,15
1574,147,15
1575,2059,15
1576,84772,15
1577,3243,15
1578,1959,15
1579,5025,15
1580,104374,15
1581,3398,15
1582,3686,15
1583,1095,15
1584,135569,15
1585,2123,15
1586,1327,15
1587,3507,15
1588,2116,15
1589,2468,15
1590,3246,15
1591,112175,15
1592,3917,15
1593,86911,15
1594,1281,15
1595,7317,15
1596,714,15
1597,2533,15
1598,2126,15
1599,5992,15
1600,79293,15
1601,114662,15
1602,158238,15
1603,412,15
1604,112623,15
1605,3836,15
1606,1515,15
1607,3159,15
1608,1260,15
1609,168250,15
1610,2447,15
1611,3526,15
1612,1895,15
1613,1217,15
1614,1103,15
1615,6003,15
1616,1488,15
1617,3668,15
1618,7347,15
1619,20,15
1620,135887,15
1621,67734,15
1622,41,15
1623,2118,15
1624,76,15
1625,97306,15
1626,46,15
1627,76077,15
1628,5541,15
1629,2606,15
1630,1845,15
1631,3978,15
1632,8638,15
1633,1030,15
1634,502,15
1635,1057,15
1636,2794,15
1637,59900,15
1638,3113,15
1639,3156,15
1640,3060,15
1641,2702,15
1642,52975,15
1643,3355,15
1644,2004,15
1645,1754,15
1646,3591,15
1647,2688,15
1648,535,15
1649,839,15
1650,100,14
1651,290,14
1652,6595,14
1653,218,14
1654,1955,14
1655,3440,14
1656,6755,14
1657,2966,14
1658,2422,14
1659,3980,14
1660,103228,14
1661,2297,14
1662,6709,14
1663,3248,14
1664,4041,14
1665,164,14
1666,51086,14
1667,98961,14
1668,1619,14
1669,52328,14
1670,84374,14
1671,152077,14
1672,56145,14
1673,159,14
1674,8985,14
1675,81,14
1676,905,14
1677,4017,14
1678,3543,14
1679,5026,14
1680,3016,14
1681,1344,14
1682,45666,14
1683,2463,14
1684,2912,14
1685,232,14
1686,281,14
1687,135143,14
1688,2901,14
1689,99007,14
1690,3441,14
1691,96737,14
1692,4558,14
1693,26776,14
1694,4887,14
1695,542,14
1696,71530,14
1697,8366,14
1698,2367,14
1699,5066,14
1700,60397,14
1701,7367,14
1702,71057,14
1703,1284,14
1704,46965,14
1705,5878,14
1706,47200,14
1707,2060,14
1708,3198,14
1709,51412,14
1710,2136,14
1711,65230,14
1712,1251,14
1713,1769,14
1714,6385,14
1715,69644,14
1716,4378,14
1717,6296,14
1718,49651,14
1719,90405,14
1720,122924,14
1721,8861,14
1722,951,14
1723,2857,14
1724,53894,14
1725,58047,14
1726,6440,14
1727,45431,14
1728,2995,14
1729,492,14
1730,4974,14
1731,2117,14
1732,3615,14
1733,534,14
1734,47518,14
1735,257,14
1736,2950,14
1737,111360,14
1738,102123,14
1739,3999,14
1740,609,14
1741,48043,14
1742,7439,14
1743,4144,14
1744,174055,13
1745,2803,13
1746,4214,13
1747,157296,13
1748,3477,13
1749,4467,13
1750,6944,13
1751,1726,13
1752,4679,13
1753,417,13
1754,45728,13
1755,111364,13
1756,33836,13
1757,43928,13
1758,7156,13
1759,53993,13
1760,5072,13
1761,3030,13
1762,76175,13
1763,3699,13
1764,3213,13
1765,507,13
1766,3483,13
1767,2664,13
1768,3654,13
1769,911,13
1770,2728,13
1771,15,13
1772,8907,13
1773,56587,13
1774,3307,13
1775,39446,13
1776,280,13
1777,3852,13
1778,4040,13
1779,62849,13
1780,2325,13
1781,78105,13
1782,7265,13
1783,62999,13
1784,7482,13
1785,986,13
1786,1064,13
1787,892,13
1788,3461,13
1789,122912,13
1790,6993,13
1791,6857,13
1792,2779,13
1793,1124,13
1794,45880,13
1795,1620,13
1796,2719,13
1797,1023,13
1798,115210,13
1799,4254,13
1800,26,13
1801,143355,13
1802,177765,13
1803,6550,13
1804,996,13
1805,5065,13
1806,2334,13
1807,4677,13
1808,2802,13
1809,6331,13
1810,59022,13
1811,1211,13
1812,58295,13
1813,176,13
1814,45950,13
1815,77455,13
1816,2090,13
1817,1518,13
1818,4033,13
1819,4020,13
1820,2459,13
1821,1301,13
1822,1603,13
1823,1537,13
1824,3981,13
1825,2143,13
1826,140110,13
1827,55052,13
1828,4967,13
1829,7318,13
1830,1833,13
1831,8640,13
1832,36517,13
1833,3044,13
1834,47629,13
1835,3219,13
1836,1135,13
1837,3701,13
1838,37384,13
1839,73,13
1840,1799,13
1841,1957,13
1842,3439,13
1843,2454,13
1844,3316,13
1845,3551,13
1846,2474,13
1847,2065,13
1848,4008,13
1849,4876,12
1850,188,12
1851,71745,12
1852,1848,12
1853,1772,12
1854,493,12
1855,2379,12
1856,537,12
1857,3203,12
1858,810,12
1859,2476,12
1860,1277,12
1861,111113,12
1862,1970,12
1863,2662,12
1864,72737,12
1865,44972,12
1866,2713,12
1867,6867,12
1868,187593,12
1869,1081,12
1870,8781,12
1871,2739,12
1872,1013,12
1873,2312,12
1874,52604,12
1875,1991,12
1876,27801,12
1877,54881,12
1878,85510,12
1879,59501,12
1880,405,12
1881,70183,12
1882,2583,12
1883,3812,12
1884,366,12
1885,2247,12
1886,798,12
1887,90746,12
1888,3618,12
1889,7162,12
1890,135536,12
1891,7151,12
1892,332,12
1893,445,12
1894,30816,12
1895,6552,12
1896,3088,12
1897,154,12
1898,1416,12
1899,51077,12
1900,54999,12
1901,44761,12
1902,934,12
1903,1457,12
1904,4153,12
1905,2731,12
1906,119141,12
1907,952,12
1908,44974,12
1909,3260,12
1910,179819,12
1911,842,12
1912,3997,12
1913,98243,12
1914,999,12
1915,2596,12
